Job ID		Partition Type
43899		cpu-opteron
43900		cpu-opteron
43901		cpu-opteron
43902		cpu-opteron
43905		cpu-opteron
43906		cpu-opteron
43907		cpu-opteron
43910		cpu-opteron
43916		cpu-opteron
43917		cpu-opteron
43919		cpu-opteron
43920		cpu-opteron
43925		cpu-opteron
43934		cpu-opteron
43935		cpu-opteron
43936		cpu-opteron
43937		cpu-opteron
43938		cpu-opteron
43939		cpu-opteron
43940		cpu-opteron
43941		cpu-opteron
43947		cpu-opteron
43942		cpu-opteron
43943		cpu-opteron
43944		cpu-opteron
43945		cpu-opteron
43946		cpu-opteron
43948		cpu-opteron
43949		cpu-opteron
43950		cpu-opteron
43951		cpu-opteron
43952		cpu-opteron
43953		cpu-opteron
43954		cpu-opteron
43955		cpu-opteron
43956		cpu-opteron
43957		cpu-opteron
43959		cpu-opteron
43960		cpu-opteron
43961		cpu-opteron
43962		cpu-opteron
43963		cpu-opteron
43964		cpu-opteron
43965		cpu-opteron
43966		cpu-opteron
43967		cpu-opteron
43968		cpu-opteron
43969		cpu-opteron
43970		cpu-opteron
43971		cpu-opteron
43972		cpu-opteron
43974		cpu-opteron
43975		cpu-opteron
43978		cpu-opteron
43979		cpu-opteron
43980		cpu-opteron
43981		cpu-opteron
43982		cpu-opteron
43984		cpu-opteron
43985		cpu-opteron
43986		cpu-opteron
43987		cpu-opteron
43989		cpu-opteron
43992		cpu-opteron
43994		cpu-opteron
43996		cpu-opteron
43997		cpu-opteron
43998		cpu-opteron
43999		cpu-opteron
44000		cpu-opteron
44001		cpu-opteron
44002		cpu-opteron
44003		cpu-opteron
44004		cpu-opteron
44005		cpu-opteron
44006		cpu-opteron
44007		cpu-opteron
44008		cpu-opteron
44009		cpu-opteron
44010		cpu-opteron
44011		cpu-opteron
44012		cpu-opteron
44013		cpu-opteron
44014		cpu-opteron
44015		cpu-opteron
44016		cpu-opteron
44017		cpu-opteron
44018		cpu-opteron
44019		cpu-opteron
44021		cpu-opteron
44023		cpu-opteron
44027		cpu-opteron
44028		cpu-opteron
44030		cpu-opteron
44031		cpu-opteron
44032		cpu-opteron
44033		cpu-opteron
44034		cpu-opteron
44053		cpu-opteron
44052		cpu-opteron
44035		cpu-opteron
44057		cpu-opteron
44058		cpu-opteron
44054		cpu-opteron
44036		cpu-opteron
44037		cpu-opteron
44071		cpu-opteron
44038		cpu-opteron
44039		cpu-opteron
44083		cpu-opteron
44095		cpu-opteron
44040		cpu-opteron
44073		cpu-opteron
